moisture_pct,texture_code,texture_name,growth_stage,stage_name,threshold,label,label_name
28.6,0,sandy,0,germination,42.0,1,IRRIGATE
61.0,0,sandy,0,germination,42.0,0,HOLD
85.5,0,sandy,0,germination,42.0,0,HOLD
67.0,0,sandy,0,germination,42.0,0,HOLD
54.1,0,sandy,0,germination,42.0,0,HOLD
47.8,0,sandy,0,germination,42.0,0,HOLD
92.8,0,sandy,0,germination,42.0,0,HOLD
24.4,0,sandy,0,germination,42.0,1,IRRIGATE
95.8,0,sandy,0,germination,42.0,0,HOLD
31.1,0,sandy,0,germination,42.0,1,IRRIGATE
26.6,0,sandy,0,germination,42.0,1,IRRIGATE
79.5,0,sandy,0,germination,42.0,0,HOLD
16.8,0,sandy,0,germination,42.0,2,URGENT
14.5,0,sandy,0,germination,42.0,2,URGENT
79.5,0,sandy,0,germination,42.0,0,HOLD
29.2,0,sandy,0,germination,42.0,1,IRRIGATE
89.9,0,sandy,0,germination,42.0,0,HOLD
33.6,0,sandy,0,germination,42.0,1,IRRIGATE
79.8,0,sandy,0,germination,42.0,0,HOLD
57.6,0,sandy,0,germination,42.0,0,HOLD
15.9,0,sandy,0,germination,42.0,2,URGENT
34.4,0,sandy,0,germination,42.0,1,IRRIGATE
38.9,0,sandy,0,germination,42.0,1,IRRIGATE
59.0,0,sandy,0,germination,42.0,0,HOLD
39.2,0,sandy,0,germination,42.0,1,IRRIGATE
42.2,0,sandy,0,germination,42.0,0,HOLD
34.4,0,sandy,0,germination,42.0,1,IRRIGATE
96.5,0,sandy,0,germination,42.0,0,HOLD
39.7,0,sandy,0,germination,42.0,1,IRRIGATE
24.7,0,sandy,0,germination,42.0,0,HOLD
12.3,0,sandy,0,germination,42.0,2,URGENT
24.1,0,sandy,0,germination,42.0,1,IRRIGATE
4.3,0,sandy,0,germination,42.0,2,URGENT
75.9,0,sandy,0,germination,42.0,0,HOLD
63.6,0,sandy,0,germination,42.0,0,HOLD
15.6,0,sandy,0,germination,42.0,2,URGENT
10.2,0,sandy,0,germination,42.0,2,URGENT
9.5,0,sandy,0,germination,42.0,2,URGENT
2.4,0,sandy,0,germination,42.0,2,URGENT
58.1,0,sandy,0,germination,42.0,0,HOLD
39.9,0,sandy,0,germination,42.0,1,IRRIGATE
52.9,0,sandy,0,germination,42.0,0,HOLD
67.6,0,sandy,0,germination,42.0,0,HOLD
74.6,0,sandy,0,germination,42.0,0,HOLD
89.9,0,sandy,0,germination,42.0,0,HOLD
78.3,0,sandy,0,germination,42.0,0,HOLD
21.6,0,sandy,0,germination,42.0,2,URGENT
87.0,0,sandy,0,germination,42.0,0,HOLD
8.6,0,sandy,0,germination,42.0,2,URGENT
23.9,0,sandy,0,germination,42.0,1,IRRIGATE
36.8,0,sandy,0,germination,42.0,1,IRRIGATE
57.8,0,sandy,0,germination,42.0,0,HOLD
37.6,0,sandy,0,germination,42.0,1,IRRIGATE
39.4,0,sandy,0,germination,42.0,1,IRRIGATE
70.4,0,sandy,0,germination,42.0,0,HOLD
72.1,0,sandy,0,germination,42.0,0,HOLD
8.0,0,sandy,0,germination,42.0,2,URGENT
71.3,0,sandy,0,germination,42.0,0,HOLD
82.1,0,sandy,0,germination,42.0,0,HOLD
34.3,0,sandy,0,germination,42.0,1,IRRIGATE
29.3,0,sandy,0,germination,42.0,1,IRRIGATE
25.1,0,sandy,0,germination,42.0,1,IRRIGATE
43.1,0,sandy,0,germination,42.0,0,HOLD
33.4,0,sandy,0,germination,42.0,1,IRRIGATE
16.5,0,sandy,0,germination,42.0,2,URGENT
24.8,0,sandy,0,germination,42.0,1,IRRIGATE
24.4,0,sandy,0,germination,42.0,1,IRRIGATE
40.4,0,sandy,0,germination,42.0,1,IRRIGATE
37.9,0,sandy,0,germination,42.0,1,IRRIGATE
88.1,0,sandy,0,germination,42.0,0,HOLD
63.0,0,sandy,0,germination,42.0,0,HOLD
41.7,0,sandy,0,germination,42.0,1,IRRIGATE
28.0,0,sandy,0,germination,42.0,1,IRRIGATE
90.7,0,sandy,0,germination,42.0,0,HOLD
73.1,0,sandy,0,germination,42.0,0,HOLD
66.4,0,sandy,0,germination,42.0,0,HOLD
52.2,0,sandy,0,germination,42.0,0,HOLD
28.4,0,sandy,0,germination,42.0,1,IRRIGATE
82.2,0,sandy,0,germination,42.0,0,HOLD
82.4,0,sandy,0,germination,42.0,0,HOLD
11.6,0,sandy,0,germination,42.0,2,URGENT
14.7,0,sandy,0,germination,42.0,2,URGENT
96.7,0,sandy,0,germination,42.0,0,HOLD
24.0,0,sandy,0,germination,42.0,1,IRRIGATE
52.4,0,sandy,0,germination,42.0,0,HOLD
6.0,0,sandy,0,germination,42.0,2,URGENT
43.9,0,sandy,0,germination,42.0,0,HOLD
38.5,0,sandy,0,germination,42.0,1,IRRIGATE
40.5,0,sandy,0,germination,42.0,1,IRRIGATE
10.1,0,sandy,0,germination,42.0,2,URGENT
60.7,0,sandy,0,germination,42.0,0,HOLD
30.6,0,sandy,0,germination,42.0,1,IRRIGATE
23.8,0,sandy,0,germination,42.0,1,IRRIGATE
35.7,0,sandy,0,germination,42.0,1,IRRIGATE
3.8,0,sandy,0,germination,42.0,2,URGENT
35.2,0,sandy,0,germination,42.0,1,IRRIGATE
23.1,0,sandy,0,germination,42.0,1,IRRIGATE
11.9,0,sandy,0,germination,42.0,2,URGENT
43.7,0,sandy,0,germination,42.0,0,HOLD
61.0,0,sandy,0,germination,42.0,0,HOLD
40.9,0,sandy,0,germination,42.0,1,IRRIGATE
2.3,0,sandy,0,germination,42.0,2,URGENT
69.6,0,sandy,0,germination,42.0,0,HOLD
72.7,0,sandy,0,germination,42.0,0,HOLD
60.0,0,sandy,0,germination,42.0,0,HOLD
8.1,0,sandy,0,germination,42.0,2,URGENT
23.2,0,sandy,0,germination,42.0,1,IRRIGATE
8.5,0,sandy,0,germination,42.0,2,URGENT
33.1,0,sandy,0,germination,42.0,1,IRRIGATE
40.2,0,sandy,0,germination,42.0,1,IRRIGATE
21.1,0,sandy,0,germination,42.0,2,URGENT
31.9,0,sandy,0,germination,42.0,1,IRRIGATE
86.1,0,sandy,0,germination,42.0,0,HOLD
96.8,0,sandy,0,germination,42.0,0,HOLD
70.8,0,sandy,0,germination,42.0,0,HOLD
70.4,0,sandy,0,germination,42.0,0,HOLD
55.2,0,sandy,0,germination,42.0,0,HOLD
85.6,0,sandy,0,germination,42.0,0,HOLD
83.9,0,sandy,0,germination,42.0,0,HOLD
17.0,0,sandy,0,germination,42.0,2,URGENT
16.0,0,sandy,0,germination,42.0,2,URGENT
32.7,0,sandy,0,germination,42.0,1,IRRIGATE
37.7,0,sandy,0,germination,42.0,1,IRRIGATE
62.1,0,sandy,0,germination,42.0,0,HOLD
43.4,0,sandy,0,germination,42.0,0,HOLD
21.8,0,sandy,0,germination,42.0,2,URGENT
23.8,0,sandy,0,germination,42.0,1,IRRIGATE
30.5,0,sandy,0,germination,42.0,1,IRRIGATE
10.0,0,sandy,0,germination,42.0,2,URGENT
13.6,0,sandy,0,germination,42.0,2,URGENT
26.4,0,sandy,0,germination,42.0,1,IRRIGATE
22.9,0,sandy,0,germination,42.0,2,URGENT
97.2,0,sandy,0,germination,42.0,0,HOLD
51.4,0,sandy,0,germination,42.0,0,HOLD
38.2,0,sandy,0,germination,42.0,1,IRRIGATE
5.2,0,sandy,0,germination,42.0,2,URGENT
82.7,0,sandy,0,germination,42.0,0,HOLD
58.6,0,sandy,0,germination,42.0,0,HOLD
19.8,0,sandy,0,germination,42.0,2,URGENT
88.3,0,sandy,0,germination,42.0,0,HOLD
28.0,0,sandy,0,germination,42.0,1,IRRIGATE
30.5,0,sandy,0,germination,42.0,1,IRRIGATE
35.3,0,sandy,0,germination,42.0,1,IRRIGATE
72.8,0,sandy,0,germination,42.0,0,HOLD
30.2,0,sandy,0,germination,42.0,1,IRRIGATE
51.9,0,sandy,0,germination,42.0,0,HOLD
42.6,0,sandy,0,germination,42.0,0,HOLD
10.8,0,sandy,0,germination,42.0,2,URGENT
42.4,0,sandy,0,germination,42.0,0,HOLD
22.3,0,sandy,0,germination,42.0,2,URGENT
18.8,0,sandy,0,germination,42.0,2,URGENT
72.1,0,sandy,0,germination,42.0,0,HOLD
25.5,0,sandy,0,germination,42.0,1,IRRIGATE
87.1,0,sandy,0,germination,42.0,0,HOLD
33.1,0,sandy,0,germination,42.0,1,IRRIGATE
25.3,0,sandy,0,germination,42.0,1,IRRIGATE
19.7,0,sandy,0,germination,42.0,2,URGENT
83.8,0,sandy,0,germination,42.0,0,HOLD
42.6,0,sandy,0,germination,42.0,0,HOLD
59.5,0,sandy,0,germination,42.0,0,HOLD
34.6,0,sandy,0,germination,42.0,1,IRRIGATE
42.4,0,sandy,0,germination,42.0,0,HOLD
4.8,0,sandy,0,germination,42.0,2,URGENT
85.5,0,sandy,0,germination,42.0,0,HOLD
82.5,0,sandy,0,germination,42.0,0,HOLD
97.4,0,sandy,0,germination,42.0,0,HOLD
42.5,0,sandy,0,germination,42.0,0,HOLD
20.8,0,sandy,0,germination,42.0,2,URGENT
85.8,0,sandy,0,germination,42.0,0,HOLD
7.7,0,sandy,0,germination,42.0,2,URGENT
56.3,0,sandy,0,germination,42.0,0,HOLD
64.6,0,sandy,0,germination,42.0,0,HOLD
75.1,0,sandy,0,germination,42.0,0,HOLD
35.2,0,sandy,0,germination,42.0,1,IRRIGATE
34.2,0,sandy,0,germination,42.0,1,IRRIGATE
15.1,0,sandy,0,germination,42.0,2,URGENT
38.4,0,sandy,0,germination,42.0,1,IRRIGATE
23.2,0,sandy,0,germination,42.0,1,IRRIGATE
72.0,0,sandy,0,germination,42.0,0,HOLD
80.1,0,sandy,0,germination,42.0,0,HOLD
6.9,0,sandy,0,germination,42.0,2,URGENT
38.9,0,sandy,0,germination,42.0,1,IRRIGATE
31.0,0,sandy,0,germination,42.0,1,IRRIGATE
67.6,0,sandy,0,germination,42.0,0,HOLD
31.6,0,sandy,0,germination,42.0,1,IRRIGATE
16.4,0,sandy,0,germination,42.0,2,URGENT
73.5,0,sandy,0,germination,42.0,0,HOLD
57.9,0,sandy,0,germination,42.0,0,HOLD
29.1,0,sandy,0,germination,42.0,1,IRRIGATE
45.5,0,sandy,0,germination,42.0,0,HOLD
38.3,0,sandy,0,germination,42.0,1,IRRIGATE
24.1,0,sandy,0,germination,42.0,1,IRRIGATE
17.7,0,sandy,0,germination,42.0,2,URGENT
24.5,0,sandy,0,germination,42.0,1,IRRIGATE
22.3,0,sandy,0,germination,42.0,2,URGENT
7.7,0,sandy,0,germination,42.0,2,URGENT
22.2,0,sandy,0,germination,42.0,2,URGENT
27.9,0,sandy,0,germination,42.0,1,IRRIGATE
38.7,0,sandy,0,germination,42.0,1,IRRIGATE
73.8,0,sandy,0,germination,42.0,0,HOLD
41.1,0,sandy,0,germination,42.0,1,IRRIGATE
33.1,0,sandy,0,germination,42.0,1,IRRIGATE
39.0,0,sandy,0,germination,42.0,1,IRRIGATE
15.9,0,sandy,0,germination,42.0,2,URGENT
9.5,0,sandy,0,germination,42.0,2,URGENT
27.7,0,sandy,0,germination,42.0,1,IRRIGATE
43.5,0,sandy,0,germination,42.0,0,HOLD
89.5,0,sandy,0,germination,42.0,0,HOLD
9.2,0,sandy,0,germination,42.0,2,URGENT
32.0,0,sandy,0,germination,42.0,1,IRRIGATE
32.9,0,sandy,0,germination,42.0,1,IRRIGATE
40.6,0,sandy,0,germination,42.0,1,IRRIGATE
38.0,0,sandy,0,germination,42.0,1,IRRIGATE
33.2,0,sandy,0,germination,42.0,1,IRRIGATE
43.3,0,sandy,0,germination,42.0,0,HOLD
20.2,0,sandy,0,germination,42.0,2,URGENT
69.1,0,sandy,0,germination,42.0,0,HOLD
88.2,0,sandy,0,germination,42.0,0,HOLD
34.6,0,sandy,0,germination,42.0,1,IRRIGATE
14.2,0,sandy,0,germination,42.0,2,URGENT
35.0,0,sandy,0,germination,42.0,1,IRRIGATE
81.0,0,sandy,0,germination,42.0,0,HOLD
73.8,0,sandy,0,germination,42.0,0,HOLD
94.6,0,sandy,0,germination,42.0,0,HOLD
29.9,0,sandy,0,germination,42.0,1,IRRIGATE
81.9,0,sandy,0,germination,42.0,0,HOLD
23.1,0,sandy,0,germination,42.0,1,IRRIGATE
92.5,0,sandy,0,germination,42.0,0,HOLD
40.3,0,sandy,0,germination,42.0,1,IRRIGATE
22.0,0,sandy,0,germination,42.0,2,URGENT
59.1,0,sandy,0,germination,42.0,0,HOLD
25.5,0,sandy,0,germination,42.0,1,IRRIGATE
15.6,0,sandy,0,germination,42.0,2,URGENT
26.9,0,sandy,0,germination,42.0,1,IRRIGATE
38.6,0,sandy,0,germination,42.0,1,IRRIGATE
27.7,0,sandy,0,germination,42.0,1,IRRIGATE
25.9,0,sandy,0,germination,42.0,1,IRRIGATE
78.7,0,sandy,0,germination,42.0,0,HOLD
40.1,0,sandy,0,germination,42.0,1,IRRIGATE
11.8,0,sandy,0,germination,42.0,2,URGENT
43.5,0,sandy,0,germination,42.0,0,HOLD
28.7,0,sandy,0,germination,42.0,1,IRRIGATE
36.3,0,sandy,0,germination,42.0,1,IRRIGATE
88.1,0,sandy,0,germination,42.0,0,HOLD
62.7,0,sandy,0,germination,42.0,0,HOLD
48.2,0,sandy,0,germination,42.0,0,HOLD
41.2,0,sandy,0,germination,42.0,1,IRRIGATE
42.2,0,sandy,0,germination,42.0,0,HOLD
94.9,0,sandy,0,germination,42.0,0,HOLD
45.2,0,sandy,0,germination,42.0,0,HOLD
34.4,0,sandy,0,germination,42.0,1,IRRIGATE
88.6,0,sandy,0,germination,42.0,0,HOLD
17.0,0,sandy,0,germination,42.0,2,URGENT
30.4,0,sandy,0,germination,42.0,1,IRRIGATE
73.5,0,sandy,0,germination,42.0,0,HOLD
3.9,0,sandy,0,germination,42.0,2,URGENT
37.3,0,sandy,0,germination,42.0,1,IRRIGATE
40.0,0,sandy,0,germination,42.0,1,IRRIGATE
79.1,0,sandy,0,germination,42.0,0,HOLD
25.1,0,sandy,0,germination,42.0,1,IRRIGATE
83.3,0,sandy,0,germination,42.0,0,HOLD
96.8,0,sandy,0,germination,42.0,0,HOLD
79.3,0,sandy,0,germination,42.0,0,HOLD
39.7,0,sandy,0,germination,42.0,1,IRRIGATE
70.9,0,sandy,0,germination,42.0,0,HOLD
25.6,0,sandy,0,germination,42.0,1,IRRIGATE
4.8,0,sandy,0,germination,42.0,2,URGENT
82.4,0,sandy,0,germination,42.0,0,HOLD
34.0,0,sandy,0,germination,42.0,1,IRRIGATE
59.2,0,sandy,0,germination,42.0,0,HOLD
41.6,0,sandy,0,germination,42.0,1,IRRIGATE
31.6,0,sandy,0,germination,42.0,1,IRRIGATE
69.8,0,sandy,0,germination,42.0,0,HOLD
68.7,0,sandy,0,germination,42.0,0,HOLD
62.5,0,sandy,0,germination,42.0,0,HOLD
37.0,0,sandy,0,germination,42.0,1,IRRIGATE
42.6,0,sandy,0,germination,42.0,0,HOLD
3.3,0,sandy,0,germination,42.0,2,URGENT
13.6,0,sandy,0,germination,42.0,2,URGENT
31.4,0,sandy,0,germination,42.0,1,IRRIGATE
34.0,0,sandy,0,germination,42.0,1,IRRIGATE
13.3,0,sandy,0,germination,42.0,2,URGENT
80.6,0,sandy,0,germination,42.0,0,HOLD
42.1,0,sandy,0,germination,42.0,0,HOLD
11.4,0,sandy,0,germination,42.0,2,URGENT
85.7,0,sandy,0,germination,42.0,0,HOLD
96.9,0,sandy,0,germination,42.0,0,HOLD
92.1,0,sandy,0,germination,42.0,0,HOLD
41.0,0,sandy,0,germination,42.0,1,IRRIGATE
51.1,0,sandy,0,germination,42.0,0,HOLD
3.1,0,sandy,0,germination,42.0,2,URGENT
25.1,0,sandy,0,germination,42.0,1,IRRIGATE
75.4,0,sandy,0,germination,42.0,0,HOLD
35.6,0,sandy,0,germination,42.0,1,IRRIGATE
33.9,0,sandy,0,germination,42.0,1,IRRIGATE
91.7,0,sandy,0,germination,42.0,0,HOLD
82.6,0,sandy,0,germination,42.0,0,HOLD
89.5,0,sandy,0,germination,42.0,0,HOLD
28.8,0,sandy,0,germination,42.0,1,IRRIGATE
22.5,0,sandy,0,germination,42.0,2,URGENT
42.6,0,sandy,0,germination,42.0,0,HOLD
28.4,0,sandy,0,germination,42.0,0,HOLD
67.2,0,sandy,0,germination,42.0,0,HOLD
18.5,0,sandy,0,germination,42.0,2,URGENT
67.2,0,sandy,0,germination,42.0,0,HOLD
87.3,0,sandy,0,germination,42.0,0,HOLD
71.5,0,sandy,0,germination,42.0,0,HOLD
85.6,0,sandy,0,germination,42.0,0,HOLD
89.9,0,sandy,0,germination,42.0,0,HOLD
79.5,0,sandy,0,germination,42.0,0,HOLD
82.9,0,sandy,0,germination,42.0,0,HOLD
90.2,0,sandy,0,germination,42.0,0,HOLD
44.9,0,sandy,0,germination,42.0,0,HOLD
46.8,0,sandy,0,germination,42.0,0,HOLD
68.0,0,sandy,0,germination,42.0,0,HOLD
36.0,0,sandy,0,germination,42.0,1,IRRIGATE
52.8,0,sandy,0,germination,42.0,0,HOLD
39.4,0,sandy,0,germination,42.0,1,IRRIGATE
70.0,0,sandy,0,germination,42.0,0,HOLD
36.3,0,sandy,0,germination,42.0,1,IRRIGATE
24.6,0,sandy,0,germination,42.0,1,IRRIGATE
9.3,0,sandy,0,germination,42.0,2,URGENT
16.0,0,sandy,0,germination,42.0,2,URGENT
39.8,0,sandy,0,germination,42.0,1,IRRIGATE
96.1,0,sandy,0,germination,42.0,0,HOLD
20.3,0,sandy,0,germination,42.0,2,URGENT
11.9,0,sandy,1,vegetative,54.0,2,URGENT
82.5,0,sandy,1,vegetative,54.0,0,HOLD
55.9,0,sandy,1,vegetative,54.0,0,HOLD
34.0,0,sandy,1,vegetative,54.0,1,IRRIGATE
59.8,0,sandy,1,vegetative,54.0,0,HOLD
81.1,0,sandy,1,vegetative,54.0,0,HOLD
56.4,0,sandy,1,vegetative,54.0,0,HOLD
69.6,0,sandy,1,vegetative,54.0,0,HOLD
36.9,0,sandy,1,vegetative,54.0,1,IRRIGATE
53.2,0,sandy,1,vegetative,54.0,1,IRRIGATE
3.0,0,sandy,1,vegetative,54.0,2,URGENT
52.4,0,sandy,1,vegetative,54.0,1,IRRIGATE
58.1,0,sandy,1,vegetative,54.0,0,HOLD
86.8,0,sandy,1,vegetative,54.0,0,HOLD
79.7,0,sandy,1,vegetative,54.0,0,HOLD
30.3,0,sandy,1,vegetative,54.0,1,IRRIGATE
72.6,0,sandy,1,vegetative,54.0,0,HOLD
23.0,0,sandy,1,vegetative,54.0,2,URGENT
17.1,0,sandy,1,vegetative,54.0,2,URGENT
62.2,0,sandy,1,vegetative,54.0,0,HOLD
41.7,0,sandy,1,vegetative,54.0,2,URGENT
68.4,0,sandy,1,vegetative,54.0,0,HOLD
81.2,0,sandy,1,vegetative,54.0,0,HOLD
93.5,0,sandy,1,vegetative,54.0,0,HOLD
56.2,0,sandy,1,vegetative,54.0,0,HOLD
49.9,0,sandy,1,vegetative,54.0,1,IRRIGATE
12.6,0,sandy,1,vegetative,54.0,2,URGENT
52.5,0,sandy,1,vegetative,54.0,1,IRRIGATE
53.0,0,sandy,1,vegetative,54.0,1,IRRIGATE
38.2,0,sandy,1,vegetative,54.0,1,IRRIGATE
23.3,0,sandy,1,vegetative,54.0,2,URGENT
22.6,0,sandy,1,vegetative,54.0,2,URGENT
29.5,0,sandy,1,vegetative,54.0,2,URGENT
79.0,0,sandy,1,vegetative,54.0,0,HOLD
95.4,0,sandy,1,vegetative,54.0,0,HOLD
79.0,0,sandy,1,vegetative,54.0,0,HOLD
76.1,0,sandy,1,vegetative,54.0,0,HOLD
72.6,0,sandy,1,vegetative,54.0,0,HOLD
15.5,0,sandy,1,vegetative,54.0,2,URGENT
80.9,0,sandy,1,vegetative,54.0,0,HOLD
65.1,0,sandy,1,vegetative,54.0,0,HOLD
91.7,0,sandy,1,vegetative,54.0,0,HOLD
7.0,0,sandy,1,vegetative,54.0,2,URGENT
65.3,0,sandy,1,vegetative,54.0,0,HOLD
31.8,0,sandy,1,vegetative,54.0,1,IRRIGATE
14.8,0,sandy,1,vegetative,54.0,2,URGENT
57.5,0,sandy,1,vegetative,54.0,0,HOLD
52.0,0,sandy,1,vegetative,54.0,1,IRRIGATE
86.6,0,sandy,1,vegetative,54.0,0,HOLD
43.2,0,sandy,1,vegetative,54.0,1,IRRIGATE
14.1,0,sandy,1,vegetative,54.0,2,URGENT
87.9,0,sandy,1,vegetative,54.0,0,HOLD
62.9,0,sandy,1,vegetative,54.0,0,HOLD
42.0,0,sandy,1,vegetative,54.0,1,IRRIGATE
25.8,0,sandy,1,vegetative,54.0,2,URGENT
80.0,0,sandy,1,vegetative,54.0,0,HOLD
40.6,0,sandy,1,vegetative,54.0,1,IRRIGATE
32.3,0,sandy,1,vegetative,54.0,1,IRRIGATE
77.4,0,sandy,1,vegetative,54.0,0,HOLD
22.0,0,sandy,1,vegetative,54.0,2,URGENT
52.3,0,sandy,1,vegetative,54.0,0,HOLD
55.4,0,sandy,1,vegetative,54.0,0,HOLD
35.9,0,sandy,1,vegetative,54.0,1,IRRIGATE
18.0,0,sandy,1,vegetative,54.0,2,URGENT
70.1,0,sandy,1,vegetative,54.0,0,HOLD
83.6,0,sandy,1,vegetative,54.0,0,HOLD
3.1,0,sandy,1,vegetative,54.0,2,URGENT
72.3,0,sandy,1,vegetative,54.0,0,HOLD
77.7,0,sandy,1,vegetative,54.0,0,HOLD
5.4,0,sandy,1,vegetative,54.0,2,URGENT
18.3,0,sandy,1,vegetative,54.0,2,URGENT
5.7,0,sandy,1,vegetative,54.0,2,URGENT
64.5,0,sandy,1,vegetative,54.0,0,HOLD
6.6,0,sandy,1,vegetative,54.0,2,URGENT
49.2,0,sandy,1,vegetative,54.0,1,IRRIGATE
91.5,0,sandy,1,vegetative,54.0,0,HOLD
42.6,0,sandy,1,vegetative,54.0,1,IRRIGATE
2.9,0,sandy,1,vegetative,54.0,2,URGENT
58.9,0,sandy,1,vegetative,54.0,0,HOLD
53.6,0,sandy,1,vegetative,54.0,1,IRRIGATE
52.5,0,sandy,1,vegetative,54.0,1,IRRIGATE
90.1,0,sandy,1,vegetative,54.0,0,HOLD
73.4,0,sandy,1,vegetative,54.0,0,HOLD
77.0,0,sandy,1,vegetative,54.0,0,HOLD
82.8,0,sandy,1,vegetative,54.0,0,HOLD
22.2,0,sandy,1,vegetative,54.0,2,URGENT
54.2,0,sandy,1,vegetative,54.0,0,HOLD
51.4,0,sandy,1,vegetative,54.0,1,IRRIGATE
52.6,0,sandy,1,vegetative,54.0,1,IRRIGATE
85.2,0,sandy,1,vegetative,54.0,0,HOLD
38.3,0,sandy,1,vegetative,54.0,1,IRRIGATE
86.4,0,sandy,1,vegetative,54.0,0,HOLD
51.2,0,sandy,1,vegetative,54.0,1,IRRIGATE
29.9,0,sandy,1,vegetative,54.0,1,IRRIGATE
40.1,0,sandy,1,vegetative,54.0,1,IRRIGATE
41.5,0,sandy,1,vegetative,54.0,1,IRRIGATE
35.7,0,sandy,1,vegetative,54.0,1,IRRIGATE
81.7,0,sandy,1,vegetative,54.0,0,HOLD
39.7,0,sandy,1,vegetative,54.0,1,IRRIGATE
42.3,0,sandy,1,vegetative,54.0,2,URGENT
6.6,0,sandy,1,vegetative,54.0,2,URGENT
16.6,0,sandy,1,vegetative,54.0,2,URGENT
49.3,0,sandy,1,vegetative,54.0,1,IRRIGATE
51.3,0,sandy,1,vegetative,54.0,1,IRRIGATE
52.5,0,sandy,1,vegetative,54.0,1,IRRIGATE
67.6,0,sandy,1,vegetative,54.0,0,HOLD
34.8,0,sandy,1,vegetative,54.0,1,IRRIGATE
